ID	data	wallCenter	wallRight	wallUp	wallFront	x	y	z	size	frameTitle	parent	uniqueCode
1	./Images/434/title_panel.png	-233.73684210526318,28.656,30	0,0,1	0,1,0	-1,0,0	0	-2.443498	0.2	1.4	none(caption)	4:3	22
1	./Images/434/word_cloud.png	-252.2684210526316,38,245.72842105263157	0,0,1	0,1,0	-1,0,0	172.00989473684209	5	0.2	2.5	Wooden_thin2	-1:-1	23
1	./Images/434/FukushimaBonchi.jpg	-252.2684210526316,38,243.27113684210525	0,0,1	0,1,0	-1,0,0	0	5	0.2	5.6	Wooden_thin2	-1:-1	23
1	./Images/434/caption/caption0.png	-252.2684210526316,38,243.27113684210525	0,0,1	0,1,0	-1,0,0	35	-2	1	0.8	Wooden_thin2	-1:-1	23
3	./Images/434/AizuBonchiTagged.jpg	0,38,490.2157894736842	1,0,0	0,1,0	0,0,1	-184.81473684210528	-10	0.2	4.5	Wooden_thin	-1:-1	3
4	./Images/434/caption/caption1.png	0,38,490.2157894736842	1,0,0	0,1,0	0,0,1	-162.81473684210528	-20	1.5	0.7	none(caption)	-1:-1	4
5	./Images/434/UrabandaiTagged.jpg	0,38,490.2157894736842	1,0,0	0,1,0	0,0,1	-89.90736842105264	-10	0.2	4.5	Wooden_thin	-1:-1	5
6	./Images/434/caption/caption2.png	0,38,490.2157894736842	1,0,0	0,1,0	0,0,1	-67.90736842105264	-20	1.5	0.7	none(caption)	-1:-1	6
7	./Images/434/Tadamigawa.jpg	0,38,490.2157894736842	1,0,0	0,1,0	0,0,1	5.0	-10	0.2	4.5	Wooden_thin	-1:-1	7
8	./Images/434/caption/caption3.png	0,38,490.2157894736842	1,0,0	0,1,0	0,0,1	27.0	-20	1.5	0.7	none(caption)	-1:-1	8
9	./Images/434/OzeGaHara.jpg	0,38,490.2157894736842	1,0,0	0,1,0	0,0,1	99.90736842105264	-10	0.2	4.5	Wooden_thin	-1:-1	9
10	./Images/434/caption/caption4.png	0,38,490.2157894736842	1,0,0	0,1,0	0,0,1	121.90736842105264	-20	1.5	0.7	none(caption)	-1:-1	10
11	Images/434/table/fixed_人口.png	252.2684210526316,38,248.21052631578948	0,0,-1	0,1,0	1,0,0	229.3699290225564	-10	0.2	3.1500000000000004	Wooden_thin	-1:-1	11
12	Images/434/table/fixed_地域.png	252.2684210526316,38,248.21052631578948	0,0,-1	0,1,0	1,0,0	152.91328601503758	-10	0.2	4.293749999999999	Wooden_thin	-1:-1	12
13	Images/434/table/fixed_気候.png	252.2684210526316,38,248.21052631578948	0,0,-1	0,1,0	1,0,0	76.45664300751878	-10	0.2	5.934374999999999	Wooden_thin	-1:-1	13
14	Images/434/table/fixed_第一次産業.png	252.2684210526316,38,248.21052631578948	0,0,-1	0,1,0	1,0,0	0.0	-10	0.2	3.1875	Wooden_thin	-1:-1	14
15	Images/434/table/fixed_第三次産業.png	252.2684210526316,38,248.21052631578948	0,0,-1	0,1,0	1,0,0	-76.45664300751878	-10	0.2	3.1500000000000004	Wooden_thin	-1:-1	15
16	Images/434/table/fixed_第二次産業.png	252.2684210526316,38,248.21052631578948	0,0,-1	0,1,0	1,0,0	-152.9132860150376	-10	0.2	3.1500000000000004	Wooden_thin	-1:-1	16
17	Images/434/table/fixed_都市圏.png	252.2684210526316,38,248.21052631578948	0,0,-1	0,1,0	1,0,0	-229.3699290225564	-10	0.2	3.1500000000000004	Wooden_thin	-1:-1	17
